ICD;Faelle;Tage;Tage_je_Fall;Jahr;Krankenhaus;Pflicht_alle;freiwillig;male
N33;22;531;24,14;2014;1;1.0;0;1
N34;2.191;13.197;6,02;2014;1;1.0;0;1
N35;2.894;39.462;13,64;2014;1;1.0;0;1
N36;229;2.886;12,60;2014;1;1.0;0;1
N37;35;246;7,03;2014;1;1.0;0;1
N39;33.446;293.022;8,76;2014;1;1.0;0;1
N40;6.726;141.150;20,99;2014;1;1.0;0;1
N41;10.212;113.651;11,13;2014;1;1.0;0;1
N42;964;16.081;16,68;2014;1;1.0;0;1
N43;5.377;101.959;18,96;2014;1;1.0;0;1
N44;1.522;17.717;11,64;2014;1;1.0;0;1
N45;16.367;192.108;11,74;2014;1;1.0;0;1
N46;2.066;8.361;4,05;2014;1;1.0;0;1
N47;9.087;84.212;9,27;2014;1;1.0;0;1
N48;4.418;36.093;8,17;2014;1;1.0;0;1
N49;2.093;34.425;16,45;2014;1;1.0;0;1
N50;4.115;40.766;9,91;2014;1;1.0;0;1
N51;174;4.457;25,61;2014;1;1.0;0;1
N60;29;206;7,10;2014;1;1.0;0;1
N61;444;6.385;14,38;2014;1;1.0;0;1
N62;1.686;26.979;16,00;2014;1;1.0;0;1
N63;74;615;8,31;2014;1;1.0;0;1
N64;235;3.178;13,52;2014;1;1.0;0;1
N70;17;137;8,06;2014;1;1.0;0;1
N71;8;60;7,50;2014;1;1.0;0;1
N72;4;20;5,00;2014;1;1.0;0;1
N73;6;44;7,33;2014;1;1.0;0;1
N74;2;10;5,00;2014;1;1.0;0;1
N75;27;261;9,67;2014;1;1.0;0;1
N76;14;157;11,21;2014;1;1.0;0;1
N77;40;501;12,52;2014;1;1.0;0;1
N80;8;44;5,50;2014;1;1.0;0;1
N81;16;417;26,06;2014;1;1.0;0;1
N82;1;16;16,00;2014;1;1.0;0;1
N83;13;164;12,62;2014;1;1.0;0;1
N84;15;77;5,13;2014;1;1.0;0;1
N85;6;69;11,50;2014;1;1.0;0;1
N87;2;21;10,50;2014;1;1.0;0;1
N88;7;591;84,43;2014;1;1.0;0;1
N89;7;192;27,43;2014;1;1.0;0;1
N90;8;81;10,12;2014;1;1.0;0;1
N91;7;68;9,71;2014;1;1.0;0;1
N92;13;86;6,62;2014;1;1.0;0;1
N93;14;136;9,71;2014;1;1.0;0;1
N94;28;573;20,46;2014;1;1.0;0;1
N95;12;114;9,50;2014;1;1.0;0;1
N97;6;43;7,17;2014;1;1.0;0;1
N98;3;14;4,67;2014;1;1.0;0;1
N99;515;9.397;18,25;2014;1;1.0;0;1
P00;4;30;7,50;2014;1;1.0;0;1
P01;11;49;4,45;2014;1;1.0;0;1
P02;10;38;3,80;2014;1;1.0;0;1
P03;6;18;3,00;2014;1;1.0;0;1
P04;5;38;7,60;2014;1;1.0;0;1
P05;8;74;9,25;2014;1;1.0;0;1
P07;16;123;7,69;2014;1;1.0;0;1
P08;7;19;2,71;2014;1;1.0;0;1
P10;21;234;11,14;2014;1;1.0;0;1
P11;21;142;6,76;2014;1;1.0;0;1
P12;7;72;10,29;2014;1;1.0;0;1
P13;10;259;25,90;2014;1;1.0;0;1
P14;22;659;29,95;2014;1;1.0;0;1
P15;14;73;5,21;2014;1;1.0;0;1
P20;8;48;6,00;2014;1;1.0;0;1
P21;8;56;7,00;2014;1;1.0;0;1
P22;15;109;7,27;2014;1;1.0;0;1
P23;7;157;22,43;2014;1;1.0;0;1
P24;3;14;4,67;2014;1;1.0;0;1
P25;4;130;32,50;2014;1;1.0;0;1
P26;5;29;5,80;2014;1;1.0;0;1
P27;3;18;6,00;2014;1;1.0;0;1
P28;7;71;10,14;2014;1;1.0;0;1
P29;6;99;16,50;2014;1;1.0;0;1
P35;11;67;6,09;2014;1;1.0;0;1
P36;5;21;4,20;2014;1;1.0;0;1
P37;1;4;4,00;2014;1;1.0;0;1
P38;9;48;5,33;2014;1;1.0;0;1
P39;21;153;7,29;2014;1;1.0;0;1
P50;5;48;9,60;2014;1;1.0;0;1
P51;13;97;7,46;2014;1;1.0;0;1
P52;9;800;88,89;2014;1;1.0;0;1
P53;4;111;27,75;2014;1;1.0;0;1
P54;12;79;6,58;2014;1;1.0;0;1
P55;5;22;4,40;2014;1;1.0;0;1
P57;2;209;104,50;2014;1;1.0;0;1
P58;4;27;6,75;2014;1;1.0;0;1
P59;16;109;6,81;2014;1;1.0;0;1
P61;3;563;187,67;2014;1;1.0;0;1
P70;4;28;7,00;2014;1;1.0;0;1
P71;3;31;10,33;2014;1;1.0;0;1
P72;1;23;23,00;2014;1;1.0;0;1
P74;2;61;30,50;2014;1;1.0;0;1
P78;2;109;54,50;2014;1;1.0;0;1
P83;3;39;13,00;2014;1;1.0;0;1
P90;2;12;6,00;2014;1;1.0;0;1
P91;47;1.224;26,04;2014;1;1.0;0;1
P92;5;18;3,60;2014;1;1.0;0;1
P93;1;14;14,00;2014;1;1.0;0;1
P94;2;8;4,00;2014;1;1.0;0;1
P95;1;2;2,00;2014;1;1.0;0;1
P96;41;875;21,34;2014;1;1.0;0;1
Q00;46;258;5,61;2014;1;1.0;0;1
Q01;10;83;8,30;2014;1;1.0;0;1
Q02;1;8;8,00;2014;1;1.0;0;1
Q03;40;2.491;62,28;2014;1;1.0;0;1
Q04;33;405;12,27;2014;1;1.0;0;1
Q05;151;3.618;23,96;2014;1;1.0;0;1
Q06;39;1.123;28,79;2014;1;1.0;0;1
Q07;41;2.599;63,39;2014;1;1.0;0;1
Q10;44;842;19,14;2014;1;1.0;0;1
Q11;18;70;3,89;2014;1;1.0;0;1
Q12;89;1.757;19,74;2014;1;1.0;0;1
Q13;47;531;11,30;2014;1;1.0;0;1
Q14;24;217;9,04;2014;1;1.0;0;1
Q15;93;912;9,81;2014;1;1.0;0;1
Q16;43;559;13,00;2014;1;1.0;0;1
Q17;134;1.650;12,31;2014;1;1.0;0;1
Q18;816;15.183;18,61;2014;1;1.0;0;1
Q20;105;1.645;15,67;2014;1;1.0;0;1
Q21;944;20.307;21,51;2014;1;1.0;0;1
Q22;66;1.414;21,42;2014;1;1.0;0;1
Q23;151;4.344;28,77;2014;1;1.0;0;1
Q24;132;3.215;24,36;2014;1;1.0;0;1
Q25;267;7.561;28,32;2014;1;1.0;0;1
Q26;16;385;24,06;2014;1;1.0;0;1
Q27;107;2.917;27,26;2014;1;1.0;0;1
Q28;227;7.996;35,22;2014;1;1.0;0;1
Q30;153;2.554;16,69;2014;1;1.0;0;1
Q31;51;1.194;23,41;2014;1;1.0;0;1
Q32;4;23;5,75;2014;1;1.0;0;1
Q33;25;285;11,40;2014;1;1.0;0;1
Q34;5;86;17,20;2014;1;1.0;0;1
Q35;38;612;16,11;2014;1;1.0;0;1
Q36;17;204;12,00;2014;1;1.0;0;1
Q37;170;3.808;22,40;2014;1;1.0;0;1
Q38;127;1.048;8,25;2014;1;1.0;0;1
Q39;63;717;11,38;2014;1;1.0;0;1
Q40;130;1.693;13,02;2014;1;1.0;0;1
Q41;10;212;21,20;2014;1;1.0;0;1
Q42;10;97;9,70;2014;1;1.0;0;1
Q43;403;4.529;11,24;2014;1;1.0;0;1
Q44;60;1.275;21,25;2014;1;1.0;0;1
Q45;32;1.154;36,06;2014;1;1.0;0;1
Q51;5;500;100,00;2014;1;1.0;0;1
Q53;289;5.077;17,57;2014;1;1.0;0;1
Q54;85;2.161;25,42;2014;1;1.0;0;1
Q55;416;5.920;14,23;2014;1;1.0;0;1
Q56;14;418;29,86;2014;1;1.0;0;1
Q60;75;1.245;16,60;2014;1;1.0;0;1
Q61;466;11.814;25,35;2014;1;1.0;0;1
Q62;83;1.740;20,96;2014;1;1.0;0;1
Q63;110;2.139;19,45;2014;1;1.0;0;1
Q64;203;5.006;24,66;2014;1;1.0;0;1
Q65;1.193;40.935;34,31;2014;1;1.0;0;1
Q66;6.091;102.600;16,84;2014;1;1.0;0;1
Q67;692;15.872;22,94;2014;1;1.0;0;1
Q68;177;6.203;35,05;2014;1;1.0;0;1
Q69;28;355;12,68;2014;1;1.0;0;1
Q70;40;873;21,82;2014;1;1.0;0;1
Q71;33;1.288;39,03;2014;1;1.0;0;1
Q72;132;3.964;30,03;2014;1;1.0;0;1
Q73;34;442;13,00;2014;1;1.0;0;1
Q74;1.123;30.697;27,33;2014;1;1.0;0;1
Q75;30;527;17,57;2014;1;1.0;0;1
Q76;307;5.912;19,26;2014;1;1.0;0;1
Q77;13;359;27,62;2014;1;1.0;0;1
Q78;259;7.023;27,12;2014;1;1.0;0;1
Q79;274;3.196;11,66;2014;1;1.0;0;1
Q80;53;854;16,11;2014;1;1.0;0;1
Q81;55;559;10,16;2014;1;1.0;0;1
Q82;760;9.519;12,52;2014;1;1.0;0;1
Q83;23;163;7,09;2014;1;1.0;0;1
Q84;134;1.942;14,49;2014;1;1.0;0;1
Q85;399;10.803;27,08;2014;1;1.0;0;1
Q86;17;308;18,12;2014;1;1.0;0;1
Q87;237;5.668;23,92;2014;1;1.0;0;1
Q89;109;2.738;25,12;2014;1;1.0;0;1
Q90;155;2.134;13,77;2014;1;1.0;0;1
Q91;12;153;12,75;2014;1;1.0;0;1
Q92;8;14;1,75;2014;1;1.0;0;1
Q93;11;92;8,36;2014;1;1.0;0;1
Q95;4;7;1,75;2014;1;1.0;0;1
Q96;1;6;6,00;2014;1;1.0;0;1
Q98;55;659;11,98;2014;1;1.0;0;1
Q99;23;330;14,35;2014;1;1.0;0;1
R00;11.421;137.564;12,04;2014;1;1.0;0;1
R01;157;1.543;9,83;2014;1;1.0;0;1
R02;550;28.180;51,24;2014;1;1.0;0;1
R03;1.437;16.754;11,66;2014;1;1.0;0;1
R04;13.937;95.584;6,86;2014;1;1.0;0;1
R05;29.073;192.257;6,61;2014;1;1.0;0;1
R06;18.514;309.605;16,72;2014;1;1.0;0;1
R07;54.033;517.077;9,57;2014;1;1.0;0;1
R09;5.576;69.262;12,42;2014;1;1.0;0;1
R10;179.216;1.307.120;7,29;2014;1;1.0;0;1
R11;87.273;416.323;4,77;2014;1;1.0;0;1
R12;3.308;17.498;5,29;2014;1;1.0;0;1
R13;2.305;30.808;13,37;2014;1;1.0;0;1
R14;2.271;12.439;5,48;2014;1;1.0;0;1
R15;264;9.330;35,34;2014;1;1.0;0;1
R16;715;16.797;23,49;2014;1;1.0;0;1
R17;699;33.696;48,21;2014;1;1.0;0;1
R18;400;19.257;48,14;2014;1;1.0;0;1
R19;5.359;50.210;9,37;2014;1;1.0;0;1
R20;7.715;152.193;19,73;2014;1;1.0;0;1
R21;3.111;22.722;7,30;2014;1;1.0;0;1
R22;2.037;30.055;14,75;2014;1;1.0;0;1
R23;1.763;14.988;8,50;2014;1;1.0;0;1
R25;3.650;47.047;12,89;2014;1;1.0;0;1
R26;1.307;45.938;35,15;2014;1;1.0;0;1
R27;579;17.952;31,01;2014;1;1.0;0;1
R29;2.983;43.599;14,62;2014;1;1.0;0;1
R30;1.567;12.816;8,18;2014;1;1.0;0;1
R31;6.369;61.828;9,71;2014;1;1.0;0;1
R32;367;18.056;49,20;2014;1;1.0;0;1
R33;1.546;29.259;18,93;2014;1;1.0;0;1
R34;31;189;6,10;2014;1;1.0;0;1
R35;720;8.167;11,34;2014;1;1.0;0;1
R36;27;142;5,26;2014;1;1.0;0;1
R39;1.613;22.261;13,80;2014;1;1.0;0;1
R40;1.041;17.210;16,53;2014;1;1.0;0;1
R41;1.477;26.317;17,82;2014;1;1.0;0;1
R42;73.535;804.590;10,94;2014;1;1.0;0;1
R43;280;6.205;22,16;2014;1;1.0;0;1
R44;132;2.900;21,97;2014;1;1.0;0;1
R45;9.222;161.590;17,52;2014;1;1.0;0;1
R46;366;3.957;10,81;2014;1;1.0;0;1
R47;569;35.419;62,25;2014;1;1.0;0;1
R48;84;3.533;42,06;2014;1;1.0;0;1
R49;2.647;28.520;10,77;2014;1;1.0;0;1
R50;65.373;440.330;6,74;2014;1;1.0;0;1
R51;127.126;660.455;5,20;2014;1;1.0;0;1
R52;25.727;486.210;18,90;2014;1;1.0;0;1
R53;63.507;814.722;12,83;2014;1;1.0;0;1
R54;48;478;9,96;2014;1;1.0;0;1
R55;24.264;339.905;14,01;2014;1;1.0;0;1
R56;3.898;78.785;20,21;2014;1;1.0;0;1
R57;3.826;38.941;10,18;2014;1;1.0;0;1
R58;894;10.634;11,89;2014;1;1.0;0;1
R59;4.701;89.697;19,08;2014;1;1.0;0;1
R60;3.788;75.019;19,80;2014;1;1.0;0;1
R61;1.515;17.281;11,41;2014;1;1.0;0;1
R62;31;780;25,16;2014;1;1.0;0;1
R63;4.239;90.355;21,32;2014;1;1.0;0;1
R64;205;9.388;45,80;2014;1;1.0;0;1
R65;44;1.571;35,70;2014;1;1.0;0;1
R68;5.300;55.618;10,49;2014;1;1.0;0;1
R69;27.382;401.621;14,67;2014;1;1.0;0;1
R70;114;1.368;12,00;2014;1;1.0;0;1
R71;6;150;25,00;2014;1;1.0;0;1
R72;32;411;12,84;2014;1;1.0;0;1
R73;1.529;22.189;14,51;2014;1;1.0;0;1
R74;900;12.327;13,70;2014;1;1.0;0;1
R75;7;50;7,14;2014;1;1.0;0;1
R76;31;516;16,65;2014;1;1.0;0;1
R77;46;1.076;23,39;2014;1;1.0;0;1
R78;42;1.004;23,90;2014;1;1.0;0;1
R79;227;3.040;13,39;2014;1;1.0;0;1
R80;317;4.231;13,35;2014;1;1.0;0;1
R81;31;229;7,39;2014;1;1.0;0;1
R82;152;1.140;7,50;2014;1;1.0;0;1
R83;49;1.547;31,57;2014;1;1.0;0;1
R84;181;1.094;6,04;2014;1;1.0;0;1
R85;344;1.743;5,07;2014;1;1.0;0;1
R86;49;228;4,65;2014;1;1.0;0;1
R87;2;14;7,00;2014;1;1.0;0;1
R89;41;1.707;41,63;2014;1;1.0;0;1
R90;93;6.012;64,65;2014;1;1.0;0;1
R91;519;21.069;40,60;2014;1;1.0;0;1
R92;6;12;2,00;2014;1;1.0;0;1
R93;479;3.417;7,13;2014;1;1.0;0;1
R94;2.917;29.658;10,17;2014;1;1.0;0;1
R95;2;16;8,00;2014;1;1.0;0;1
R96;29;400;13,79;2014;1;1.0;0;1
R98;2;87;43,50;2014;1;1.0;0;1
R99;199;1.779;8,94;2014;1;1.0;0;1
S00;28.780;224.480;7,80;2014;1;1.0;0;1
S01;18.387;148.993;8,10;2014;1;1.0;0;1
S02;15.080;266.875;17,70;2014;1;1.0;0;1
S03;741;7.518;10,15;2014;1;1.0;0;1
S04;109;3.932;36,07;2014;1;1.0;0;1
S05;15.773;101.804;6,45;2014;1;1.0;0;1
S06;24.961;402.669;16,13;2014;1;1.0;0;1
S07;26;255;9,81;2014;1;1.0;0;1
S08;123;2.683;21,81;2014;1;1.0;0;1
S09;2.521;25.546;10,13;2014;1;1.0;0;1
S10;748;6.910;9,24;2014;1;1.0;0;1
S11;138;3.729;27,02;2014;1;1.0;0;1
S12;783;62.834;80,25;2014;1;1.0;0;1
S13;33.018;399.125;12,09;2014;1;1.0;0;1
S14;192;13.559;70,62;2014;1;1.0;0;1
S15;29;739;25,48;2014;1;1.0;0;1
S16;242;1.826;7,55;2014;1;1.0;0;1
S17;28;290;10,36;2014;1;1.0;0;1
S18;8;79;9,88;2014;1;1.0;0;1
S19;64;996;15,56;2014;1;1.0;0;1
S20;47.612;564.924;11,87;2014;1;1.0;0;1
S21;277;5.981;21,59;2014;1;1.0;0;1
S22;21.852;625.420;28,62;2014;1;1.0;0;1
S23;4.305;44.544;10,35;2014;1;1.0;0;1
S24;114;8.870;77,81;2014;1;1.0;0;1
S25;85;1.936;22,78;2014;1;1.0;0;1
S26;65;1.932;29,72;2014;1;1.0;0;1
S27;570;34.724;60,92;2014;1;1.0;0;1
S28;38;1.233;32,45;2014;1;1.0;0;1
S29;992;18.213;18,36;2014;1;1.0;0;1
S30;18.941;241.525;12,75;2014;1;1.0;0;1
S31;645;16.614;25,76;2014;1;1.0;0;1
S32;5.312;359.701;67,71;2014;1;1.0;0;1
S33;5.651;78.891;13,96;2014;1;1.0;0;1
S34;163;5.310;32,58;2014;1;1.0;0;1
S35;40;1.613;40,32;2014;1;1.0;0;1
S36;582;28.588;49,12;2014;1;1.0;0;1
S37;819;18.525;22,62;2014;1;1.0;0;1
S38;45;862;19,16;2014;1;1.0;0;1
S39;2.055;28.514;13,88;2014;1;1.0;0;1
S40;22.903;394.885;17,24;2014;1;1.0;0;1
S41;558;14.706;26,35;2014;1;1.0;0;1
S42;16.773;814.586;48,57;2014;1;1.0;0;1
S43;25.635;780.031;30,43;2014;1;1.0;0;1
S44;198;6.802;34,35;2014;1;1.0;0;1
S45;111;4.234;38,14;2014;1;1.0;0;1
S46;7.696;358.608;46,60;2014;1;1.0;0;1
S47;27;237;8,78;2014;1;1.0;0;1
S48;42;1.454;34,62;2014;1;1.0;0;1
S49;1.004;28.164;28,05;2014;1;1.0;0;1
S50;12.915;153.462;11,88;2014;1;1.0;0;1
S51;3.837;57.891;15,09;2014;1;1.0;0;1
S52;22.929;1.022.858;44,61;2014;1;1.0;0;1
S53;3.848;91.411;23,76;2014;1;1.0;0;1
S54;222;9.415;42,41;2014;1;1.0;0;1
S55;94;4.018;42,74;2014;1;1.0;0;1
S56;891;24.447;27,44;2014;1;1.0;0;1
S57;145;2.193;15,12;2014;1;1.0;0;1
S58;23;2.272;98,78;2014;1;1.0;0;1
S59;590;10.455;17,72;2014;1;1.0;0;1
S60;46.978;484.363;10,31;2014;1;1.0;0;1
S61;43.815;566.935;12,94;2014;1;1.0;0;1
S62;48.752;1.679.680;34,45;2014;1;1.0;0;1
S63;41.006;623.218;15,20;2014;1;1.0;0;1
S64;581;22.189;38,19;2014;1;1.0;0;1
S65;305;8.831;28,95;2014;1;1.0;0;1
S66;3.332;140.592;42,19;2014;1;1.0;0;1
S67;4.311;51.810;12,02;2014;1;1.0;0;1
S68;2.297;122.673;53,41;2014;1;1.0;0;1
S69;10.075;158.631;15,75;2014;1;1.0;0;1
S70;9.521;102.195;10,73;2014;1;1.0;0;1
S71;1.120;16.599;14,82;2014;1;1.0;0;1
S72;3.805;304.733;80,09;2014;1;1.0;0;1
S73;1.223;24.692;20,19;2014;1;1.0;0;1
S74;33;703;21,30;2014;1;1.0;0;1
S75;40;683;17,08;2014;1;1.0;0;1
S76;14.948;205.707;13,76;2014;1;1.0;0;1
S77;72;906;12,58;2014;1;1.0;0;1
S78;99;3.259;32,92;2014;1;1.0;0;1
S79;317;5.098;16,08;2014;1;1.0;0;1
S80;38.331;462.407;12,06;2014;1;1.0;0;1
S81;4.338;87.302;20,12;2014;1;1.0;0;1
S82;30.763;1.813.295;58,94;2014;1;1.0;0;1
S83;83.421;2.579.667;30,92;2014;1;1.0;0;1
S84;80;2.393;29,91;2014;1;1.0;0;1
S85;108;3.817;35,34;2014;1;1.0;0;1
S86;19.073;563.585;29,55;2014;1;1.0;0;1
S87;191;4.277;22,39;2014;1;1.0;0;1
S88;144;6.173;42,87;2014;1;1.0;0;1
S89;1.551;30.927;19,94;2014;1;1.0;0;1
S90;38.748;329.418;8,50;2014;1;1.0;0;1
S91;4.475;67.495;15,08;2014;1;1.0;0;1
S92;35.194;1.120.884;31,85;2014;1;1.0;0;1
S93;144.440;1.914.525;13,25;2014;1;1.0;0;1
S94;100;2.306;23,06;2014;1;1.0;0;1
S95;55;968;17,60;2014;1;1.0;0;1
S96;800;20.776;25,97;2014;1;1.0;0;1
S97;897;14.531;16,20;2014;1;1.0;0;1
S98;181;13.654;75,44;2014;1;1.0;0;1
S99;2.154;26.400;12,26;2014;1;1.0;0;1
T00;7.124;96.823;13,59;2014;1;1.0;0;1
T01;2.436;30.165;12,38;2014;1;1.0;0;1
T02;596;25.731;43,17;2014;1;1.0;0;1
T03;1.618;18.919;11,69;2014;1;1.0;0;1
T04;206;4.193;20,35;2014;1;1.0;0;1
T05;35;1.885;53,86;2014;1;1.0;0;1
T06;135;3.835;28,41;2014;1;1.0;0;1
T07;1.243;92.448;74,37;2014;1;1.0;0;1
T08;1.186;72.430;61,07;2014;1;1.0;0;1
T09;8.245;95.766;11,62;2014;1;1.0;0;1
T10;565;17.538;31,04;2014;1;1.0;0;1
T11;9.834;108.032;10,99;2014;1;1.0;0;1
T12;809;28.153;34,80;2014;1;1.0;0;1
T13;12.880;131.372;10,20;2014;1;1.0;0;1
T14;271.028;3.572.930;13,18;2014;1;1.0;0;1
T15;31.321;77.079;2,46;2014;1;1.0;0;1
T16;227;774;3,41;2014;1;1.0;0;1
T17;437;3.103;7,10;2014;1;1.0;0;1
T18;911;4.345;4,77;2014;1;1.0;0;1
T19;138;2.721;19,72;2014;1;1.0;0;1
T20;855;11.288;13,20;2014;1;1.0;0;1
T21;557;9.475;17,01;2014;1;1.0;0;1
T22;1.591;21.144;13,29;2014;1;1.0;0;1
T23;4.019;46.607;11,60;2014;1;1.0;0;1
T24;949;17.100;18,02;2014;1;1.0;0;1
T25;1.050;19.460;18,53;2014;1;1.0;0;1
T26;2.465;13.016;5,28;2014;1;1.0;0;1
T27;57;398;6,98;2014;1;1.0;0;1
T28;77;605;7,86;2014;1;1.0;0;1
T29;238;4.692;19,71;2014;1;1.0;0;1
T30;8.568;86.666;10,12;2014;1;1.0;0;1
T31;73;1.913;26,21;2014;1;1.0;0;1
T32;83;2.059;24,81;2014;1;1.0;0;1
T33;64;1.128;17,62;2014;1;1.0;0;1
T34;53;1.169;22,06;2014;1;1.0;0;1
T35;124;1.758;14,18;2014;1;1.0;0;1
T36;19;49;2,58;2014;1;1.0;0;1
T37;14;90;6,43;2014;1;1.0;0;1
T38;110;964;8,76;2014;1;1.0;0;1
T39;220;2.605;11,84;2014;1;1.0;0;1
T40;315;3.325;10,56;2014;1;1.0;0;1
T41;106;1.322;12,47;2014;1;1.0;0;1
T42;334;10.699;32,03;2014;1;1.0;0;1
T43;328;6.766;20,63;2014;1;1.0;0;1
T44;59;810;13,73;2014;1;1.0;0;1
T45;92;1.551;16,86;2014;1;1.0;0;1
T46;65;1.176;18,09;2014;1;1.0;0;1
T47;27;305;11,30;2014;1;1.0;0;1
T48;76;1.290;16,97;2014;1;1.0;0;1
T49;83;825;9,94;2014;1;1.0;0;1
T50;636;11.568;18,19;2014;1;1.0;0;1
T51;1.111;9.728;8,76;2014;1;1.0;0;1
T52;74;483;6,53;2014;1;1.0;0;1
T53;25;232;9,28;2014;1;1.0;0;1
T54;42;517;12,31;2014;1;1.0;0;1
T55;18;103;5,72;2014;1;1.0;0;1
T56;68;1.833;26,96;2014;1;1.0;0;1
T57;15;121;8,07;2014;1;1.0;0;1
T58;357;1.861;5,21;2014;1;1.0;0;1
T59;1.105;7.167;6,49;2014;1;1.0;0;1
T60;55;778;14,15;2014;1;1.0;0;1
T61;78;741;9,50;2014;1;1.0;0;1
T62;1.035;4.349;4,20;2014;1;1.0;0;1
T63;14.026;43.029;3,07;2014;1;1.0;0;1
T64;19;1.112;58,53;2014;1;1.0;0;1
T65;586;10.517;17,95;2014;1;1.0;0;1
T66;20;348;17,40;2014;1;1.0;0;1
T67;4.031;15.086;3,74;2014;1;1.0;0;1
T68;113;1.458;12,90;2014;1;1.0;0;1
T69;74;747;10,09;2014;1;1.0;0;1
T70;263;3.990;15,17;2014;1;1.0;0;1
T71;23;737;32,04;2014;1;1.0;0;1
T73;3.552;61.184;17,23;2014;1;1.0;0;1
T74;47;1.008;21,45;2014;1;1.0;0;1
T75;2.563;15.907;6,21;2014;1;1.0;0;1
T78;24.779;143.099;5,78;2014;1;1.0;0;1
T79;19.250;263.133;13,67;2014;1;1.0;0;1
T80;306;3.976;12,99;2014;1;1.0;0;1
T81;6.106;158.148;25,90;2014;1;1.0;0;1
T82;1.120;28.698;25,62;2014;1;1.0;0;1
T83;312;5.653;18,12;2014;1;1.0;0;1
T84;2.871;174.978;60,95;2014;1;1.0;0;1
T85;594;14.824;24,96;2014;1;1.0;0;1
T86;569;11.845;20,82;2014;1;1.0;0;1
T87;318;10.866;34,17;2014;1;1.0;0;1
T88;4.372;39.386;9,01;2014;1;1.0;0;1
T89;994;14.549;14,64;2014;1;1.0;0;1
T90;414;5.289;12,78;2014;1;1.0;0;1
T91;198;5.675;28,66;2014;1;1.0;0;1
T92;1.185;33.384;28,17;2014;1;1.0;0;1
T93;1.590;39.626;24,92;2014;1;1.0;0;1
T94;956;16.199;16,94;2014;1;1.0;0;1
T95;243;3.512;14,45;2014;1;1.0;0;1
T96;24;559;23,29;2014;1;1.0;0;1
T97;8;60;7,50;2014;1;1.0;0;1
T98;306;7.845;25,64;2014;1;1.0;0;1
A00;300;2.003;7;2020;1;1.0;0;1
A01;372;2.732;7;2020;1;1.0;0;1
A02;1.007;13.137;13;2020;1;1.0;0;1
A03;166;962;6;2020;1;1.0;0;1
A04;8.326;63.778;8;2020;1;1.0;0;1
A05;1.262;5.365;4;2020;1;1.0;0;1
A06;753;6.105;8;2020;1;1.0;0;1
A07;225;1.531;7;2020;1;1.0;0;1
A08;112.755;562.661;5;2020;1;1.0;0;1
A09;932.683;4.576.134;5;2020;1;1.0;0;1
A15;423;28.836;68;2020;1;1.0;0;1
A16;739;44.537;60;2020;1;1.0;0;1
A17;24;1.410;59;2020;1;1.0;0;1
A18;296;7.090;24;2020;1;1.0;0;1
A19;62;2.776;45;2020;1;1.0;0;1
A20;19;138;7;2020;1;1.0;0;1
A21;31;845;27;2020;1;1.0;0;1
A22;23;116;5;2020;1;1.0;0;1
A23;225;1.848;8;2020;1;1.0;0;1
A24;9;624;69;2020;1;1.0;0;1
A25;14;246;18;2020;1;1.0;0;1
A26;1.537;15.276;10;2020;1;1.0;0;1
A27;20;1.468;73;2020;1;1.0;0;1
A28;102;1.839;18;2020;1;1.0;0;1
A30;18;122;7;2020;1;1.0;0;1
A31;114;4.447;39;2020;1;1.0;0;1
A32;27;576;21;2020;1;1.0;0;1
A33;5;80;16;2020;1;1.0;0;1
A35;6;14;2;2020;1;1.0;0;1
A36;38;329;9;2020;1;1.0;0;1
A37;703;11.192;16;2020;1;1.0;0;1
A38;858;6.854;8;2020;1;1.0;0;1
A39;89;1.801;20;2020;1;1.0;0;1
A40;119;6.441;54;2020;1;1.0;0;1
A41;1.903;79.053;42;2020;1;1.0;0;1
A42;43;1.243;29;2020;1;1.0;0;1
A43;13;384;30;2020;1;1.0;0;1
A44;13;230;18;2020;1;1.0;0;1
A46;27.371;451.192;16;2020;1;1.0;0;1
A48;321;7.776;24;2020;1;1.0;0;1
A49;6.494;75.815;12;2020;1;1.0;0;1
A50;21;160;8;2020;1;1.0;0;1
A51;236;2.644;11;2020;1;1.0;0;1
A52;175;8.512;49;2020;1;1.0;0;1
A53;229;1.442;6;2020;1;1.0;0;1
A54;480;4.608;10;2020;1;1.0;0;1
A55;17;151;9;2020;1;1.0;0;1
A56;227;1.908;8;2020;1;1.0;0;1
A57;21;194;9;2020;1;1.0;0;1
A58;5;60;12;2020;1;1.0;0;1
A59;26;136;5;2020;1;1.0;0;1
A60;281;3.440;12;2020;1;1.0;0;1
A63;3.088;33.898;11;2020;1;1.0;0;1
A64;105;633;6;2020;1;1.0;0;1
A65;3;14;5;2020;1;1.0;0;1
A66;20;214;11;2020;1;1.0;0;1
A67;2;3;2;2020;1;1.0;0;1
A68;459;9.821;21;2020;1;1.0;0;1
A69;4.306;92.833;22;2020;1;1.0;0;1
A70;11;164;15;2020;1;1.0;0;1
A71;12;48;4;2020;1;1.0;0;1
A74;234;3.526;15;2020;1;1.0;0;1
A75;7;250;36;2020;1;1.0;0;1
A77;38;567;15;2020;1;1.0;0;1
A78;28;613;22;2020;1;1.0;0;1
A79;8;39;5;2020;1;1.0;0;1
A80;22;816;37;2020;1;1.0;0;1
A81;479;4.616;10;2020;1;1.0;0;1
A82;8;60;8;2020;1;1.0;0;1
