ICD;Faelle;Tage;Tage_je_Fall;Jahr;Krankenhaus;Pflicht_alle;freiwillig;male
G58;21.117;200.863;9,51;2014;1;1.0;0;0
G59;36;1.281;35,58;2014;1;1.0;0;0
G60;286;12.146;42,47;2014;1;1.0;0;0
G61;481;22.544;46,87;2014;1;1.0;0;0
G62;2.566;104.577;40,75;2014;1;1.0;0;0
G63;174;9.049;52,01;2014;1;1.0;0;0
G64;57;1.309;22,96;2014;1;1.0;0;0
G70;662;22.627;34,18;2014;1;1.0;0;0
G71;466;12.896;27,67;2014;1;1.0;0;0
G72;568;10.983;19,34;2014;1;1.0;0;0
G73;49;1.136;23,18;2014;1;1.0;0;0
G80;371;9.436;25,43;2014;1;1.0;0;0
G81;773;54.269;70,21;2014;1;1.0;0;0
G82;636;28.616;44,99;2014;1;1.0;0;0
G83;891;39.975;44,87;2014;1;1.0;0;0
G90;725;12.077;16,66;2014;1;1.0;0;0
G91;379;21.026;55,48;2014;1;1.0;0;0
G92;5;373;74,60;2014;1;1.0;0;0
G93;2.632;82.663;31,41;2014;1;1.0;0;0
G94;8;159;19,88;2014;1;1.0;0;0
G95;650;27.913;42,94;2014;1;1.0;0;0
G96;280;6.712;23,97;2014;1;1.0;0;0
G97;446;8.147;18,27;2014;1;1.0;0;0
G98;228;3.652;16,02;2014;1;1.0;0;0
G99;218;7.726;35,44;2014;1;1.0;0;0
H00;10.163;34.357;3,38;2014;1;1.0;0;0
H01;4.377;17.017;3,89;2014;1;1.0;0;0
H02;3.920;28.100;7,17;2014;1;1.0;0;0
H03;145;847;5,84;2014;1;1.0;0;0
H04;2.458;18.671;7,60;2014;1;1.0;0;0
H05;556;10.746;19,33;2014;1;1.0;0;0
H06;141;3.894;27,62;2014;1;1.0;0;0
H10;60.432;244.754;4,05;2014;1;1.0;0;0
H11;3.119;18.583;5,96;2014;1;1.0;0;0
H13;343;3.578;10,43;2014;1;1.0;0;0
H15;1.542;10.750;6,97;2014;1;1.0;0;0
H16;12.390;74.706;6,03;2014;1;1.0;0;0
H17;312;5.649;18,11;2014;1;1.0;0;0
H18;3.768;28.860;7,66;2014;1;1.0;0;0
H19;1.023;8.868;8,67;2014;1;1.0;0;0
H20;4.922;62.420;12,68;2014;1;1.0;0;0
H21;204;2.873;14,08;2014;1;1.0;0;0
H22;43;819;19,05;2014;1;1.0;0;0
H25;4.232;71.049;16,79;2014;1;1.0;0;0
H26;6.237;99.591;15,97;2014;1;1.0;0;0
H27;1.228;24.135;19,65;2014;1;1.0;0;0
H28;34;516;15,18;2014;1;1.0;0;0
H30;770;10.277;13,35;2014;1;1.0;0;0
H31;189;3.462;18,32;2014;1;1.0;0;0
H32;32;443;13,84;2014;1;1.0;0;0
H33;3.827;83.935;21,93;2014;1;1.0;0;0
H34;1.134;19.965;17,61;2014;1;1.0;0;0
H35;6.187;67.712;10,94;2014;1;1.0;0;0
H36;607;5.052;8,32;2014;1;1.0;0;0
H40;7.562;59.674;7,89;2014;1;1.0;0;0
H42;19;64;3,37;2014;1;1.0;0;0
H43;2.120;31.687;14,95;2014;1;1.0;0;0
H44;480;6.301;13,13;2014;1;1.0;0;0
H45;26;880;33,85;2014;1;1.0;0;0
H46;1.508;37.694;25,00;2014;1;1.0;0;0
H47;655;13.564;20,71;2014;1;1.0;0;0
H48;52;589;11,33;2014;1;1.0;0;0
H49;433;17.761;41,02;2014;1;1.0;0;0
H50;1.736;22.839;13,16;2014;1;1.0;0;0
H51;327;6.812;20,83;2014;1;1.0;0;0
H52;2.278;13.542;5,94;2014;1;1.0;0;0
H53;6.944;90.243;13,00;2014;1;1.0;0;0
H54;2.249;28.528;12,68;2014;1;1.0;0;0
H55;138;3.128;22,67;2014;1;1.0;0;0
H57;10.184;32.210;3,16;2014;1;1.0;0;0
H58;104;934;8,98;2014;1;1.0;0;0
H59;1.810;22.330;12,34;2014;1;1.0;0;0
H60;26.456;145.560;5,50;2014;1;1.0;0;0
H61;3.456;21.440;6,20;2014;1;1.0;0;0
H62;115;659;5,73;2014;1;1.0;0;0
H65;15.385;105.116;6,83;2014;1;1.0;0;0
H66;52.541;366.724;6,98;2014;1;1.0;0;0
H67;179;1.656;9,25;2014;1;1.0;0;0
H68;8.367;46.959;5,61;2014;1;1.0;0;0
H69;3.568;20.177;5,65;2014;1;1.0;0;0
H70;599;8.602;14,36;2014;1;1.0;0;0
H71;1.163;21.792;18,74;2014;1;1.0;0;0
H72;1.037;12.727;12,27;2014;1;1.0;0;0
H73;1.315;10.205;7,76;2014;1;1.0;0;0
H74;644;9.263;14,38;2014;1;1.0;0;0
H75;89;1.492;16,76;2014;1;1.0;0;0
H80;1.345;26.937;20,03;2014;1;1.0;0;0
H81;40.202;487.252;12,12;2014;1;1.0;0;0
H82;255;2.926;11,47;2014;1;1.0;0;0
H83;1.996;22.941;11,49;2014;1;1.0;0;0
H90;2.444;34.142;13,97;2014;1;1.0;0;0
H91;19.977;257.263;12,88;2014;1;1.0;0;0
H92;9.487;48.054;5,07;2014;1;1.0;0;0
H93;21.367;312.300;14,62;2014;1;1.0;0;0
H94;29;317;10,93;2014;1;1.0;0;0
H95;337;7.742;22,97;2014;1;1.0;0;0
I00;597;12.169;20,38;2014;1;1.0;0;0
I01;396;3.106;7,84;2014;1;1.0;0;0
I02;188;1.814;9,65;2014;1;1.0;0;0
I05;174;7.971;45,81;2014;1;1.0;0;0
I06;1.056;7.869;7,45;2014;1;1.0;0;0
I07;93;3.791;40,76;2014;1;1.0;0;0
I08;109;3.047;27,95;2014;1;1.0;0;0
I09;321;4.909;15,29;2014;1;1.0;0;0
I10;112.580;1.663.243;14,77;2014;1;1.0;0;0
I11;3.499;63.723;18,21;2014;1;1.0;0;0
I12;192;5.897;30,71;2014;1;1.0;0;0
I13;285;5.262;18,46;2014;1;1.0;0;0
I15;927;15.470;16,69;2014;1;1.0;0;0
I20;11.901;213.943;17,98;2014;1;1.0;0;0
I21;3.297;222.922;67,61;2014;1;1.0;0;0
I22;82;1.601;19,52;2014;1;1.0;0;0
I23;63;1.369;21,73;2014;1;1.0;0;0
I24;628;17.480;27,83;2014;1;1.0;0;0
I25;12.716;353.868;27,83;2014;1;1.0;0;0
I26;2.317;99.097;42,77;2014;1;1.0;0;0
I27;450;16.131;35,85;2014;1;1.0;0;0
I28;38;1.972;51,89;2014;1;1.0;0;0
I30;384;5.610;14,61;2014;1;1.0;0;0
I31;733;30.177;41,17;2014;1;1.0;0;0
I32;115;3.391;29,49;2014;1;1.0;0;0
I33;195;5.600;28,72;2014;1;1.0;0;0
I34;840;31.914;37,99;2014;1;1.0;0;0
I35;841;50.380;59,90;2014;1;1.0;0;0
I36;33;1.183;35,85;2014;1;1.0;0;0
I37;71;1.854;26,11;2014;1;1.0;0;0
I38;347;11.800;34,01;2014;1;1.0;0;0
I39;227;1.698;7,48;2014;1;1.0;0;0
I40;882;25.933;29,40;2014;1;1.0;0;0
I41;109;1.859;17,06;2014;1;1.0;0;0
I42;1.326;70.219;52,96;2014;1;1.0;0;0
I43;116;3.350;28,88;2014;1;1.0;0;0
I44;568;15.183;26,73;2014;1;1.0;0;0
I45;1.028;15.761;15,33;2014;1;1.0;0;0
I46;174;13.436;77,22;2014;1;1.0;0;0
I47;9.971;117.528;11,79;2014;1;1.0;0;0
I48;7.958;177.644;22,32;2014;1;1.0;0;0
I49;15.662;223.175;14,25;2014;1;1.0;0;0
I50;2.408;102.785;42,68;2014;1;1.0;0;0
I51;6.324;100.071;15,82;2014;1;1.0;0;0
I52;34;1.055;31,03;2014;1;1.0;0;0
I60;1.208;134.656;111,47;2014;1;1.0;0;0
I61;776;96.374;124,19;2014;1;1.0;0;0
I62;208;12.146;58,39;2014;1;1.0;0;0
I63;4.160;405.101;97,38;2014;1;1.0;0;0
I64;1.597;136.766;85,64;2014;1;1.0;0;0
I65;959;32.900;34,31;2014;1;1.0;0;0
I66;312;7.283;23,34;2014;1;1.0;0;0
I67;2.142;90.483;42,24;2014;1;1.0;0;0
I68;15;443;29,53;2014;1;1.0;0;0
I69;414;33.040;79,81;2014;1;1.0;0;0
I70;2.949;92.697;31,43;2014;1;1.0;0;0
I71;439;30.731;70,00;2014;1;1.0;0;0
I72;811;40.597;50,06;2014;1;1.0;0;0
I73;3.084;95.415;30,94;2014;1;1.0;0;0
I74;860;31.234;36,32;2014;1;1.0;0;0
I77;972;25.699;26,44;2014;1;1.0;0;0
I78;355;4.245;11,96;2014;1;1.0;0;0
I79;41;1.845;45,00;2014;1;1.0;0;0
I80;20.304;329.347;16,22;2014;1;1.0;0;0
I81;85;3.130;36,82;2014;1;1.0;0;0
I82;6.190;111.210;17,97;2014;1;1.0;0;0
I83;57.289;905.411;15,80;2014;1;1.0;0;0
I84;32.555;268.672;8,25;2014;1;1.0;0;0
I85;214;4.291;20,05;2014;1;1.0;0;0
I86;583;8.813;15,12;2014;1;1.0;0;0
I87;6.701;103.944;15,51;2014;1;1.0;0;0
I88;11.291;85.190;7,54;2014;1;1.0;0;0
I89;6.212;129.389;20,83;2014;1;1.0;0;0
I95;44.608;263.368;5,90;2014;1;1.0;0;0
I97;1.287;23.686;18,40;2014;1;1.0;0;0
I98;273;2.149;7,87;2014;1;1.0;0;0
I99;52.930;350.094;6,61;2014;1;1.0;0;0
J00;127.664;693.805;5,43;2014;1;1.0;0;0
J01;285.137;1.739.487;6,10;2014;1;1.0;0;0
J02;236.334;1.297.455;5,49;2014;1;1.0;0;0
J03;272.530;1.625.887;5,97;2014;1;1.0;0;0
J04;172.077;1.118.519;6,50;2014;1;1.0;0;0
J05;866;5.919;6,83;2014;1;1.0;0;0
J06;1.827.654;10.719.915;5,87;2014;1;1.0;0;0
J09;2.523;22.672;8,99;2014;1;1.0;0;0
J10;7.090;54.226;7,65;2014;1;1.0;0;0
J11;135.341;894.641;6,61;2014;1;1.0;0;0
J12;729;10.129;13,89;2014;1;1.0;0;0
J13;186;4.374;23,52;2014;1;1.0;0;0
J14;58;921;15,88;2014;1;1.0;0;0
J15;2.919;47.751;16,36;2014;1;1.0;0;0
J16;338;6.084;18,00;2014;1;1.0;0;0
J17;46;1.623;35,28;2014;1;1.0;0;0
J18;40.069;620.440;15,48;2014;1;1.0;0;0
J20;565.518;4.189.993;7,41;2014;1;1.0;0;0
J21;4.303;35.198;8,18;2014;1;1.0;0;0
J22;39.905;263.537;6,60;2014;1;1.0;0;0
J30;21.341;116.493;5,46;2014;1;1.0;0;0
J31;9.804;55.977;5,71;2014;1;1.0;0;0
J32;261.161;1.683.279;6,45;2014;1;1.0;0;0
J33;1.695;20.762;12,25;2014;1;1.0;0;0
J34;23.308;295.985;12,70;2014;1;1.0;0;0
J35;18.817;275.269;14,63;2014;1;1.0;0;0
J36;3.375;38.274;11,34;2014;1;1.0;0;0
J37;2.638;26.623;10,09;2014;1;1.0;0;0
J38;5.107;86.052;16,85;2014;1;1.0;0;0
J39;11.622;78.114;6,72;2014;1;1.0;0;0
J40;479.500;3.448.573;7,19;2014;1;1.0;0;0
J41;56.669;414.448;7,31;2014;1;1.0;0;0
J42;29.225;209.556;7,17;2014;1;1.0;0;0
J43;664;17.944;27,02;2014;1;1.0;0;0
J44;36.495;552.044;15,13;2014;1;1.0;0;0
J45;60.539;636.786;10,52;2014;1;1.0;0;0
J46;857;10.765;12,56;2014;1;1.0;0;0
J47;296;6.064;20,49;2014;1;1.0;0;0
J60;36;234;6,50;2014;1;1.0;0;0
J61;10;221;22,10;2014;1;1.0;0;0
J62;29;463;15,97;2014;1;1.0;0;0
J63;30;2.118;70,60;2014;1;1.0;0;0
J64;22;2.133;96,95;2014;1;1.0;0;0
J65;9;221;24,56;2014;1;1.0;0;0
J66;33;246;7,45;2014;1;1.0;0;0
J67;230;7.341;31,92;2014;1;1.0;0;0
J68;281;2.438;8,68;2014;1;1.0;0;0
J69;352;3.015;8,57;2014;1;1.0;0;0
J70;89;2.260;25,39;2014;1;1.0;0;0
J80;290;5.544;19,12;2014;1;1.0;0;0
J81;59;1.643;27,85;2014;1;1.0;0;0
J82;141;4.055;28,76;2014;1;1.0;0;0
J84;753;29.983;39,82;2014;1;1.0;0;0
J85;64;2.236;34,94;2014;1;1.0;0;0
J86;268;6.590;24,59;2014;1;1.0;0;0
J90;691;27.790;40,22;2014;1;1.0;0;0
J91;19;800;42,11;2014;1;1.0;0;0
J92;35;565;16,14;2014;1;1.0;0;0
J93;880;30.998;35,22;2014;1;1.0;0;0
J94;347;4.724;13,61;2014;1;1.0;0;0
J95;639;7.350;11,50;2014;1;1.0;0;0
J96;1.068;25.724;24,09;2014;1;1.0;0;0
J98;138.652;844.434;6,09;2014;1;1.0;0;0
J99;525;4.510;8,59;2014;1;1.0;0;0
K00;5.779;17.751;3,07;2014;1;1.0;0;0
K01;16.308;70.018;4,29;2014;1;1.0;0;0
K02;3.031;10.524;3,47;2014;1;1.0;0;0
K03;2.047;6.754;3,30;2014;1;1.0;0;0
K04;27.253;95.608;3,51;2014;1;1.0;0;0
K05;4.845;16.159;3,34;2014;1;1.0;0;0
K06;942;4.411;4,68;2014;1;1.0;0;0
K07;8.362;74.259;8,88;2014;1;1.0;0;0
K08;574.012;1.629.556;2,84;2014;1;1.0;0;0
K09;1.000;7.157;7,16;2014;1;1.0;0;0
K10;6.726;39.429;5,86;2014;1;1.0;0;0
K11;7.883;61.426;7,79;2014;1;1.0;0;0
K12;4.474;30.811;6,89;2014;1;1.0;0;0
K13;932;6.311;6,77;2014;1;1.0;0;0
K14;939;6.952;7,40;2014;1;1.0;0;0
K20;1.289;9.098;7,06;2014;1;1.0;0;0
K21;33.865;224.105;6,62;2014;1;1.0;0;0
K22;2.411;21.526;8,93;2014;1;1.0;0;0
K23;46;359;7,80;2014;1;1.0;0;0
K25;9.293;111.525;12,00;2014;1;1.0;0;0
K26;5.616;56.325;10,03;2014;1;1.0;0;0
K27;1.408;10.538;7,48;2014;1;1.0;0;0
K28;366;4.127;11,28;2014;1;1.0;0;0
K29;283.770;1.714.058;6,04;2014;1;1.0;0;0
K30;13.252;65.407;4,94;2014;1;1.0;0;0
K31;16.205;101.812;6,28;2014;1;1.0;0;0
K35;13.732;197.927;14,41;2014;1;1.0;0;0
K36;3.075;36.825;11,98;2014;1;1.0;0;0
K37;12.504;161.902;12,95;2014;1;1.0;0;0
K38;711;9.240;13,00;2014;1;1.0;0;0
K40;8.989;205.570;22,87;2014;1;1.0;0;0
K41;949;22.286;23,48;2014;1;1.0;0;0
K42;4.591;99.018;21,57;2014;1;1.0;0;0
K43;5.589;179.897;32,19;2014;1;1.0;0;0
K44;4.957;37.255;7,52;2014;1;1.0;0;0
K45;207;6.125;29,59;2014;1;1.0;0;0
K46;778;20.423;26,25;2014;1;1.0;0;0
K50;18.774;328.847;17,52;2014;1;1.0;0;0
K51;14.489;216.354;14,93;2014;1;1.0;0;0
K52;519.396;2.446.738;4,71;2014;1;1.0;0;0
K55;827;10.619;12,84;2014;1;1.0;0;0
K56;5.534;123.679;22,35;2014;1;1.0;0;0
K57;30.627;453.659;14,81;2014;1;1.0;0;0
K58;16.077;99.628;6,20;2014;1;1.0;0;0
K59;16.540;91.771;5,55;2014;1;1.0;0;0
K60;8.382;147.716;17,62;2014;1;1.0;0;0
K61;4.060;90.288;22,24;2014;1;1.0;0;0
K62;9.112;95.999;10,54;2014;1;1.0;0;0
K63;20.352;82.530;4,06;2014;1;1.0;0;0
K65;670;25.735;38,41;2014;1;1.0;0;0
K66;4.619;86.398;18,70;2014;1;1.0;0;0
K67;13;246;18,92;2014;1;1.0;0;0
K70;555;26.243;47,28;2014;1;1.0;0;0
K71;371;10.240;27,60;2014;1;1.0;0;0
K72;139;9.369;67,40;2014;1;1.0;0;0
K73;233;6.418;27,55;2014;1;1.0;0;0
K74;1.056;46.182;43,73;2014;1;1.0;0;0
K75;1.381;34.825;25,22;2014;1;1.0;0;0
K76;2.961;56.893;19,21;2014;1;1.0;0;0
K77;81;1.321;16,31;2014;1;1.0;0;0
K80;38.530;677.500;17,58;2014;1;1.0;0;0
K81;4.815;87.037;18,08;2014;1;1.0;0;0
K82;2.302;36.347;15,79;2014;1;1.0;0;0
K83;2.265;45.274;19,99;2014;1;1.0;0;0
K85;4.886;112.897;23,11;2014;1;1.0;0;0
K86;1.700;39.108;23,00;2014;1;1.0;0;0
K87;46;1.065;23,15;2014;1;1.0;0;0
K90;2.069;14.226;6,88;2014;1;1.0;0;0
K91;1.417;32.784;23,14;2014;1;1.0;0;0
K92;25.297;150.676;5,96;2014;1;1.0;0;0
K93;74;738;9,97;2014;1;1.0;0;0
L00;47;443;9,43;2014;1;1.0;0;0
L01;2.555;18.657;7,30;2014;1;1.0;0;0
L02;33.042;380.548;11,52;2014;1;1.0;0;0
L03;26.870;266.468;9,92;2014;1;1.0;0;0
L04;3.809;32.091;8,43;2014;1;1.0;0;0
L05;4.606;115.941;25,17;2014;1;1.0;0;0
L08;4.145;39.530;9,54;2014;1;1.0;0;0
L10;295;6.309;21,39;2014;1;1.0;0;0
L11;65;663;10,20;2014;1;1.0;0;0
L12;153;2.993;19,56;2014;1;1.0;0;0
L13;313;4.710;15,05;2014;1;1.0;0;0
L14;5;14;2,80;2014;1;1.0;0;0
L20;12.040;156.402;12,99;2014;1;1.0;0;0
L21;553;4.516;8,17;2014;1;1.0;0;0
L22;21;197;9,38;2014;1;1.0;0;0
L23;13.016;101.812;7,82;2014;1;1.0;0;0
L24;765;12.453;16,28;2014;1;1.0;0;0
L25;2.799;29.345;10,48;2014;1;1.0;0;0
L26;18;140;7,78;2014;1;1.0;0;0
L27;2.146;15.369;7,16;2014;1;1.0;0;0
L28;584;7.412;12,69;2014;1;1.0;0;0
L29;1.899;12.741;6,71;2014;1;1.0;0;0
L30;20.469;228.764;11,18;2014;1;1.0;0;0
L40;8.244;179.956;21,83;2014;1;1.0;0;0
L41;109;2.358;21,63;2014;1;1.0;0;0
L42;469;2.928;6,24;2014;1;1.0;0;0
L43;643;9.549;14,85;2014;1;1.0;0;0
L44;87;874;10,05;2014;1;1.0;0;0
L45;1;1;1,00;2014;1;1.0;0;0
L50;12.287;85.149;6,93;2014;1;1.0;0;0
L51;479;5.182;10,82;2014;1;1.0;0;0
L52;850;12.146;14,29;2014;1;1.0;0;0
L53;550;4.464;8,12;2014;1;1.0;0;0
L54;15;102;6,80;2014;1;1.0;0;0
L55;1.242;4.298;3,46;2014;1;1.0;0;0
L56;743;4.552;6,13;2014;1;1.0;0;0
L57;542;3.533;6,52;2014;1;1.0;0;0
L58;23;1.155;50,22;2014;1;1.0;0;0
L59;55;1.323;24,05;2014;1;1.0;0;0
L60;13.066;122.891;9,41;2014;1;1.0;0;0
L62;6;30;5,00;2014;1;1.0;0;0
L63;277;3.920;14,15;2014;1;1.0;0;0
L64;63;439;6,97;2014;1;1.0;0;0
L65;404;3.321;8,22;2014;1;1.0;0;0
L66;80;494;6,18;2014;1;1.0;0;0
L67;6;182;30,33;2014;1;1.0;0;0
L68;61;257;4,21;2014;1;1.0;0;0
L70;1.304;18.795;14,41;2014;1;1.0;0;0
L71;1.857;17.578;9,47;2014;1;1.0;0;0
L72;14.779;98.475;6,66;2014;1;1.0;0;0
L73;1.967;32.722;16,64;2014;1;1.0;0;0
L74;1.561;19.800;12,68;2014;1;1.0;0;0
L75;33;634;19,21;2014;1;1.0;0;0
L80;72;1.761;24,46;2014;1;1.0;0;0
L81;422;2.465;5,84;2014;1;1.0;0;0
L82;454;1.581;3,48;2014;1;1.0;0;0
L83;10;95;9,50;2014;1;1.0;0;0
L84;2.470;31.155;12,61;2014;1;1.0;0;0
L85;556;6.986;12,56;2014;1;1.0;0;0
L86;2;9;4,50;2014;1;1.0;0;0
L87;69;1.022;14,81;2014;1;1.0;0;0
L88;115;3.579;31,12;2014;1;1.0;0;0
L89;535;14.811;27,68;2014;1;1.0;0;0
L90;2.292;39.687;17,32;2014;1;1.0;0;0
L91;793;11.224;14,15;2014;1;1.0;0;0
L92;1.644;19.989;12,16;2014;1;1.0;0;0
L93;1.384;37.185;26,87;2014;1;1.0;0;0
L94;328;5.702;17,38;2014;1;1.0;0;0
L95;328;4.926;15,02;2014;1;1.0;0;0
L97;1.521;61.574;40,48;2014;1;1.0;0;0
L98;3.371;49.683;14,74;2014;1;1.0;0;0
L99;137;1.223;8,93;2014;1;1.0;0;0
M00;663;19.597;29,56;2014;1;1.0;0;0
M01;134;2.707;20,20;2014;1;1.0;0;0
M02;2.379;37.797;15,89;2014;1;1.0;0;0
M03;89;2.275;25,56;2014;1;1.0;0;0
M05;4.723;109.021;23,08;2014;1;1.0;0;0
M06;20.629;512.963;24,87;2014;1;1.0;0;0
M07;637;17.902;28,10;2014;1;1.0;0;0
M08;642;10.802;16,83;2014;1;1.0;0;0
M09;143;3.325;23,25;2014;1;1.0;0;0
M10;5.780;56.216;9,73;2014;1;1.0;0;0
M11;321;6.154;19,17;2014;1;1.0;0;0
M12;1.170;27.226;23,27;2014;1;1.0;0;0
M13;37.818;659.359;17,44;2014;1;1.0;0;0
M14;132;6.782;51,38;2014;1;1.0;0;0
M15;7.458;232.862;31,22;2014;1;1.0;0;0
M16;18.388;1.140.914;62,05;2014;1;1.0;0;0
M17;47.290;2.239.354;47,35;2014;1;1.0;0;0
M18;12.379;486.849;39,33;2014;1;1.0;0;0
M19;23.750;823.112;34,66;2014;1;1.0;0;0
M20;30.551;1.487.348;48,68;2014;1;1.0;0;0
M21;5.909;206.276;34,91;2014;1;1.0;0;0
M22;11.399;343.622;30,14;2014;1;1.0;0;0
M23;79.505;2.645.934;33,28;2014;1;1.0;0;0
M24;9.490;269.400;28,39;2014;1;1.0;0;0
M25;96.473;1.803.265;18,69;2014;1;1.0;0;0
M30;388;8.782;22,63;2014;1;1.0;0;0
M31;936;32.682;34,92;2014;1;1.0;0;0
M32;1.486;33.790;22,74;2014;1;1.0;0;0
M33;423;14.300;33,81;2014;1;1.0;0;0
M34;1.360;26.660;19,60;2014;1;1.0;0;0
M35;4.721;117.640;24,92;2014;1;1.0;0;0
M36;27;386;14,30;2014;1;1.0;0;0
M40;2.238;42.734;19,09;2014;1;1.0;0;0
M41;7.390;159.221;21,55;2014;1;1.0;0;0
M42;12.932;374.834;28,98;2014;1;1.0;0;0
M43;18.506;352.345;19,04;2014;1;1.0;0;0
M45;3.428;74.491;21,73;2014;1;1.0;0;0
M46;3.164;69.596;22,00;2014;1;1.0;0;0
M47;53.135;1.093.437;20,58;2014;1;1.0;0;0
M48;8.072;489.303;60,62;2014;1;1.0;0;0
M49;78;3.267;41,88;2014;1;1.0;0;0
M50;18.806;790.018;42,01;2014;1;1.0;0;0
M51;94.923;4.064.230;42,82;2014;1;1.0;0;0
M53;141.367;2.258.546;15,98;2014;1;1.0;0;0
M54;993.984;14.241.664;14,33;2014;1;1.0;0;0
M60;1.344;20.164;15,00;2014;1;1.0;0;0
M61;228;6.931;30,40;2014;1;1.0;0;0
M62;37.698;394.659;10,47;2014;1;1.0;0;0
M63;136;3.719;27,35;2014;1;1.0;0;0
M65;97.286;1.831.573;18,83;2014;1;1.0;0;0
M66;1.060;40.388;38,10;2014;1;1.0;0;0
M67;27.220;575.822;21,15;2014;1;1.0;0;0
M68;117;2.285;19,53;2014;1;1.0;0;0
M70;21.305;317.186;14,89;2014;1;1.0;0;0
M71;7.965;163.785;20,56;2014;1;1.0;0;0
M72;6.118;148.089;24,21;2014;1;1.0;0;0
M73;95;1.781;18,75;2014;1;1.0;0;0
M75;112.564;3.406.397;30,26;2014;1;1.0;0;0
M76;13.973;264.432;18,92;2014;1;1.0;0;0
M77;122.547;2.341.369;19,11;2014;1;1.0;0;0
M79;83.414;1.364.336;16,36;2014;1;1.0;0;0
M80;550;28.378;51,60;2014;1;1.0;0;0
M81;1.664;69.709;41,89;2014;1;1.0;0;0
M82;42;934;22,24;2014;1;1.0;0;0
M83;215;6.086;28,31;2014;1;1.0;0;0
M84;2.649;123.994;46,81;2014;1;1.0;0;0
M85;1.007;46.785;46,46;2014;1;1.0;0;0
M86;2.796;68.101;24,36;2014;1;1.0;0;0
M87;1.364;91.488;67,07;2014;1;1.0;0;0
M88;89;926;10,40;2014;1;1.0;0;0
M89;4.079;177.698;43,56;2014;1;1.0;0;0
M90;104;3.589;34,51;2014;1;1.0;0;0
M91;157;4.269;27,19;2014;1;1.0;0;0
M92;879;31.505;35,84;2014;1;1.0;0;0
M93;2.939;140.359;47,76;2014;1;1.0;0;0
M94;5.914;199.858;33,79;2014;1;1.0;0;0
M95;1.964;33.695;17,16;2014;1;1.0;0;0
M96;1.580;86.674;54,86;2014;1;1.0;0;0
M99;134.902;1.353.189;10,03;2014;1;1.0;0;0
N00;544;7.487;13,76;2014;1;1.0;0;0
N01;52;827;15,90;2014;1;1.0;0;0
N02;276;4.107;14,88;2014;1;1.0;0;0
N03;176;4.093;23,26;2014;1;1.0;0;0
N04;351;13.920;39,66;2014;1;1.0;0;0
N05;1.139;14.742;12,94;2014;1;1.0;0;0
N06;42;317;7,55;2014;1;1.0;0;0
N07;21;298;14,19;2014;1;1.0;0;0
N08;52;609;11,71;2014;1;1.0;0;0
N10;11.085;103.087;9,30;2014;1;1.0;0;0
N11;1.446;15.768;10,90;2014;1;1.0;0;0
N12;20.473;180.146;8,80;2014;1;1.0;0;0
N13;6.663;118.039;17,72;2014;1;1.0;0;0
N14;38;130;3,42;2014;1;1.0;0;0
N15;206;4.595;22,31;2014;1;1.0;0;0
N16;45;177;3,93;2014;1;1.0;0;0
N17;389;17.902;46,02;2014;1;1.0;0;0
N18;2.636;74.939;28,43;2014;1;1.0;0;0
N19;711;20.621;29,00;2014;1;1.0;0;0
N20;17.393;204.373;11,75;2014;1;1.0;0;0
N21;204;2.413;11,83;2014;1;1.0;0;0
N22;28;168;6,00;2014;1;1.0;0;0
N23;5.710;53.714;9,41;2014;1;1.0;0;0
N25;126;2.589;20,55;2014;1;1.0;0;0
N26;183;3.502;19,14;2014;1;1.0;0;0
N27;36;181;5,03;2014;1;1.0;0;0
N28;2.046;30.224;14,77;2014;1;1.0;0;0
N29;123;1.420;11,54;2014;1;1.0;0;0
N30;100.061;489.256;4,89;2014;1;1.0;0;0
N31;934;13.001;13,92;2014;1;1.0;0;0
N32;2.191;21.762;9,93;2014;1;1.0;0;0
N33;29;244;8,41;2014;1;1.0;0;0
N34;874;6.071;6,95;2014;1;1.0;0;0
N35;1.313;9.715;7,40;2014;1;1.0;0;0
N36;502;5.859;11,67;2014;1;1.0;0;0
N37;39;275;7,05;2014;1;1.0;0;0
N39;169.580;965.229;5,69;2014;1;1.0;0;0
N40;20;209;10,45;2014;1;1.0;0;0
N41;17;240;14,12;2014;1;1.0;0;0
N42;11;351;31,91;2014;1;1.0;0;0
N43;14;62;4,43;2014;1;1.0;0;0
N44;13;30;2,31;2014;1;1.0;0;0
N45;27;141;5,22;2014;1;1.0;0;0
N46;57;180;3,16;2014;1;1.0;0;0
N47;30;115;3,83;2014;1;1.0;0;0
N48;68;832;12,24;2014;1;1.0;0;0
N49;16;129;8,06;2014;1;1.0;0;0
N50;28;298;10,64;2014;1;1.0;0;0
N51;30;1.084;36,13;2014;1;1.0;0;0
N60;2.602;36.027;13,85;2014;1;1.0;0;0
N61;5.800;84.735;14,61;2014;1;1.0;0;0
N62;1.530;39.921;26,09;2014;1;1.0;0;0
N63;2.593;79.830;30,79;2014;1;1.0;0;0
N64;5.624;109.964;19,55;2014;1;1.0;0;0
N70;17.610;195.484;11,10;2014;1;1.0;0;0
N71;3.232;36.594;11,32;2014;1;1.0;0;0
N72;423;5.797;13,70;2014;1;1.0;0;0
N73;4.003;65.107;16,26;2014;1;1.0;0;0
N74;48;1.239;25,81;2014;1;1.0;0;0
N75;4.685;41.793;8,92;2014;1;1.0;0;0
